#{"t_start": 1783036903.96592, "env_id": "None"}
r,l,t
140.28043,375,159.493462
1.9884441,7,159.504581
163.16144,447,159.700194
85.049286,207,159.728992
133.69447,376,159.729048
37.66838,97,159.854824
12.41917,39,159.91438
22.466965,74,160.026545
139.24734,357,160.283984
5.32662,8,160.296842
188.98126,512,160.300949
8.967924,27,160.341904
6.499311,18,160.372967
25.969732,74,160.415438
24.854233,51,160.494218
195.95483,512,160.529951
9.145177,19,160.562338
16.86439,35,160.619076
6.067639,10,160.635197
152.21944,401,160.664661
15.403879,23,160.674252
6.2802606,10,160.683117
11.044077,20,160.716119
6.4112363,13,160.73743
72.60252,161,160.759383
6.858274,20,160.77089
29.549257,80,160.806339
12.192106,29,160.818401
2.4022043,11,160.836364
1.3083425,7,160.848183
32.07922,82,160.985725
56.882095,132,161.193463
39.68739,98,161.349815
199.11728,512,161.373893
7.125589,18,161.403475
6.2044334,11,161.422229
126.95584,310,161.654662
71.09426,204,161.753422
171.75052,512,161.763285
7.97498,25,161.792597
14.722185,29,161.837678
24.877975,64,161.932213
138.11824,373,161.944529
14.732963,28,161.976637
13.875531,29,162.020377
63.78276,189,162.052941
33.645035,76,162.06312
202.64822,512,162.433301
144.67722,366,162.599299
162.33163,433,162.669101
190.28993,512,162.985914
80.778465,200,163.058021
13.335373,28,163.099593
53.582172,132,163.300388
113.45823,333,163.331952
15.757963,35,163.354694
188.31442,512,163.366297
12.963094,22,163.388301
7.143753,18,163.417797
25.981564,61,163.428107
5.971982,17,163.445165
128.42148,328,163.489466
42.38383,100,163.527966
156.3328,418,164.162456
160.89189,442,164.166441
178.86858,497,164.191772
2.7470589,6,164.201465
4.151348,16,164.226023
178.31445,512,164.233157
4.357386,8,164.245347
0.8871841,3,164.251285
36.60938,75,164.283548
15.714779,31,164.300851
21.675783,47,164.303415
25.10426,58,164.373476
35.01963,67,164.40464
14.76793,23,164.409999
34.05728,67,164.671613
5.863335,10,164.688862
108.291306,266,164.958493
124.47289,347,164.981323
88.84979,222,165.015088
11.6357765,29,165.027812
189.87181,512,165.103177
49.71406,104,165.118547
12.018036,22,165.139451
4.8220296,7,165.151005
6.3298254,10,165.167192
23.428967,42,165.185689
20.71037,37,165.225684
24.28994,65,165.284822
26.806679,52,165.30341
8.911681,21,165.320141
110.26867,331,165.522647
130.78465,352,165.566387
8.543214,27,165.607786
3.7638328,13,165.628903
30.716377,76,165.641272
8.311003,13,165.661194
15.383792,26,165.7004
23.898363,54,165.781937
168.51305,417,165.948015
25.897007,64,166.04204
6.819722,12,166.063435
186.37468,512,166.079623
88.16745,268,166.182868
10.710281,20,166.375189
48.43768,117,166.422724
14.204309,42,166.457867
173.98676,512,166.578037
5.84667,14,166.600151
93.98039,233,166.609752
5.819632,17,166.635136
34.911823,63,166.696367
71.954926,184,166.735616
56.915863,145,166.861687
18.420916,48,166.93529
3.9463282,16,166.959958
39.393612,125,167.147732
175.63199,512,167.200377
21.374357,59,167.237824
35.797634,83,167.326612
12.80721,30,167.372204
39.69802,93,167.379161
13.503385,19,167.402526
10.569798,17,167.406675
9.22232,33,167.457028
11.492394,35,167.457098
2.1641073,8,167.469942
179.36607,512,167.482808
178.13504,512,167.520398
15.554988,42,167.584686
5.11429,11,167.601428
33.21111,90,167.608493
14.353251,29,167.647879
4.8504386,6,167.65762
21.992142,59,167.746117
10.04067,19,167.773757
75.0407,168,168.183026
156.8945,457,168.304176
7.203553,12,168.323049
156.33032,460,168.334673
28.819115,69,168.437054
180.48642,512,168.538997
74.28973,169,168.583721
69.92624,152,168.672532
27.479326,64,168.680411
59.50785,125,168.73184
44.143597,102,168.828807
37.685146,86,168.862132
168.94829,447,168.864694
37.211357,97,168.981447
4.0183377,9,168.995879
20.164091,45,169.064829
26.031214,59,169.154374
4.421051,10,169.17058
5.515992,17,169.197011
18.895676,42,169.261719
133.61362,363,169.422068
58.22888,133,169.461922
197.60716,512,169.467498
2.4025059,5,169.475509
19.280949,44,169.542041
188.20267,512,169.647643
71.34053,199,169.877991
34.273926,75,169.913381
76.34893,198,169.915624
10.277707,16,169.937524
80.79965,191,169.983857
60.379196,159,170.114876
14.329343,36,170.170602
64.22515,170,170.170673
7.335271,25,170.209048
9.623068,14,170.230876
63.80937,174,170.24604
76.55719,206,170.249937
8.134341,12,170.249968
14.480959,44,170.313905
8.969198,19,170.342887
12.532961,30,170.389968
8.21099,22,170.423466
70.76944,153,170.651446
104.55769,285,170.681939
3.8318543,12,170.701645
8.050398,12,170.721722
7.596557,11,170.740401
34.871983,71,170.768624
10.749348,29,170.788072
120.28389,352,170.793641
19.117115,44,170.859627
185.47899,512,170.960391
36.87526,70,170.968568
2.1038234,6,170.971029
176.35893,425,171.57542
210.29488,512,171.719809
5.449737,12,171.738587
54.609833,173,171.831242
186.57146,512,171.895866
174.6353,512,171.898051
6.788952,28,171.939407
13.187764,34,171.948503
6.168166,11,171.966726
47.314243,129,172.028135
20.257717,53,172.04567
17.300835,45,172.114898
108.951126,298,172.38821
193.26376,512,172.508978
45.582947,165,172.637593
199.96664,512,172.793061
184.4075,512,172.878397
76.08338,217,172.960753
29.959322,75,173.072064
90.29308,236,173.3081
1.0218498,5,173.318236
192.1348,512,173.442705
39.311882,116,173.497597
39.15535,90,173.583665
99.979614,270,173.653068
43.372864,101,173.657165
23.817156,64,173.683459
20.056759,41,173.717662
16.060732,39,173.778897
199.25911,512,173.827724
18.58592,36,173.832995
44.280193,116,173.8648
20.025902,38,173.889846
16.682487,41,173.93019
16.623867,37,173.94916
15.592178,40,173.993486
62.795467,175,174.255836
1.4371107,5,174.264102
12.986691,22,174.299955
16.386003,25,174.337185
4.465189,12,174.356102
118.546906,276,174.369328
8.564414,21,174.389894
4.975786,18,174.400114
183.26367,512,174.448006
7.823208,15,174.470353
170.09668,512,174.621014
80.6654,211,174.716923
33.016968,66,174.719492
27.44589,75,174.984784
68.047165,196,175.164694
201.49557,512,175.308161
18.337069,38,175.366955
154.62196,512,175.389771
158.78003,413,175.60093
74.51713,194,175.660212
134.72818,348,175.687482
18.774456,54,175.741985
29.495893,72,175.796098
9.6086855,22,175.828877
3.7795243,6,175.838392
13.102423,23,175.873934
30.085924,91,175.881295
13.899498,22,175.909157
121.21291,311,176.074262
49.040844,128,176.103395
8.034662,14,176.125256
5.0880566,9,176.139344
175.56956,512,176.169143
16.053865,46,176.210045
87.94965,216,176.21252
13.478173,26,176.251249
2.2862031,13,176.272094
7.812234,9,176.287302
55.814983,153,176.312541
11.791873,21,176.34425
16.973585,48,176.361628
14.375983,36,176.418527
35.62511,71,176.680903
15.232473,28,176.725304
86.74245,239,176.736475
5.984374,9,176.740102
13.656358,29,176.781919
130.84671,310,176.80345
22.048437,66,176.920855
71.411476,204,177.106818
64.1576,175,177.184005
184.76479,512,177.293676
61.711647,165,177.356121
3.4180796,7,177.367265
184.40717,512,177.523564
36.441917,117,177.544218
24.595852,46,177.59574
126.315834,322,177.670406
20.739855,58,177.684997
71.64809,164,177.79233
6.746498,18,177.819795
80.89404,220,177.999354
76.86675,215,178.006177
47.022083,133,178.018558
194.51926,512,178.067905
17.957888,40,178.128166
59.320175,148,178.224626
12.694289,23,178.423688
66.7302,181,178.456015
13.051157,30,178.469034
9.960248,26,178.511092
11.723205,18,178.538461
14.948351,27,178.578165
66.90121,190,178.581825
124.77654,311,178.932458
2.8894088,8,178.946718
185.09016,512,178.953992
103.52558,256,178.977042
13.064936,28,178.998571
19.226297,36,179.056183
28.524078,86,179.110246
15.729677,37,179.16828
7.5046897,21,179.200673
45.284267,96,179.204651
10.711112,14,179.227966
3.5325677,5,179.237467
33.44149,97,179.353523
36.02878,86,179.369153
204.66179,512,179.374763
7.4678526,25,179.411728
30.896936,73,179.480316
10.224912,16,179.50481
50.751945,125,179.693462
184.57896,512,179.736735
19.852703,34,179.74475
8.132661,16,179.763169
17.434736,38,179.804111
23.985487,41,179.825396
10.2293625,14,179.825449
5.7523284,19,179.855275
34.14918,68,179.955824
179.1326,512,180.287406
193.03326,512,180.343503
5.1763067,7,180.354833
29.512344,57,180.440987
40.742397,124,180.473622
10.885669,26,180.480714
30.152456,77,180.590316
12.852625,26,180.631384
126.06832,373,180.678397
5.0844755,7,180.689714
54.54615,138,180.692164
172.95863,512,180.760771
30.075699,63,180.789376
5.799412,14,180.811578
8.696197,16,180.837072
62.60305,149,180.919502
48.020306,97,180.982703
60.993973,159,181.002992
10.645111,19,181.033419
98.36344,265,181.040529
18.7547,53,181.067097
39.489357,115,181.207048
55.66504,117,181.217045
10.239553,17,181.244979
74.24724,196,181.362292
105.50808,297,181.372021
5.8596826,10,181.387713
12.979484,26,181.425205
55.909122,138,181.452626
20.576908,42,181.490483
62.351402,145,181.582963
25.97713,61,181.674311
146.4835,360,181.909972
77.29785,195,182.121327
139.98154,355,182.178623
28.14284,68,182.280397
8.108427,20,182.31152
1.9653456,5,182.31985
1.0961949,5,182.328047
70.67209,156,182.35837
4.8139267,9,182.372656
174.00418,512,182.38124
14.2221575,29,182.418622
1.0665125,3,182.424113
36.3006,91,182.52009
19.374098,58,182.608096
194.73674,512,182.68172
25.568943,60,182.697137
1.5378964,4,182.705182
48.726997,109,182.846995
125.457794,371,182.890487
10.753098,28,182.934212
135.78072,402,183.029768
110.62197,295,183.624929
192.38838,512,183.627694
17.605713,38,183.689213
179.56749,512,183.7756
170.39133,512,183.861203
76.887375,170,183.889957
96.297424,233,184.246542
1.8084762,5,184.25508
111.713036,323,184.272068
19.72207,36,184.329271
16.480469,29,184.372108
6.358002,15,184.396001
16.814037,28,184.438472
7.716773,10,184.45446
7.377747,11,184.471755
194.38393,512,184.477402
17.115797,35,184.528196
180.97597,462,184.575997
90.25478,208,184.57842
7.0832686,11,184.60256
4.027262,13,184.608419
6.7059665,12,184.627515
18.442688,50,184.67784
34.561497,89,184.805946
71.27848,145,184.839093
35.89326,93,184.946411
24.51269,69,185.049841
25.660192,85,185.330354
186.00421,512,185.406693
3.2372735,9,185.42047
194.98085,512,185.455543
12.438765,17,185.481768
56.21828,161,185.723241
92.41048,275,185.745008
196.34665,512,185.762737
19.261904,46,185.815227
31.152954,76,185.876948
113.098305,353,185.952728
72.381386,162,185.968469
4.493562,16,185.980044
43.029354,126,186.165361
8.237058,16,186.191841
14.968225,45,186.25902
168.41644,428,186.457042
132.3053,378,186.536192
16.557383,45,186.603368
45.208393,109,186.623225
0.39351934,1,186.625809
179.03215,512,186.649192
14.112869,28,186.649242
13.348329,30,186.671967
5.3199253,17,186.675959
4.5843225,9,186.690218
15.901702,26,186.690267
34.059975,73,186.797865
44.398968,99,186.979444
20.23132,36,187.011341
14.12768,53,187.059694
33.53148,73,187.166882
178.57568,512,187.188685
8.857534,27,187.208881
62.10331,142,187.225837
57.516914,172,187.483421
1.6178622,4,187.490308
64.340195,190,187.496887
7.733251,13,187.511205
5.0241556,10,187.526621
189.26309,512,187.620075
82.89775,181,187.789731
198.12187,512,187.979448
5.9092164,17,188.00434
57.550858,165,188.034898
4.084724,10,188.050139
107.61554,290,188.074294
16.815172,41,188.135335
1.6739839,3,188.140676
18.672905,44,188.207076
197.27144,512,188.319573
30.464983,83,188.336608
77.77251,225,188.396838
30.63183,78,188.439677
26.580841,69,188.443694
38.683437,74,188.725572
52.31277,158,188.804546
27.24799,67,188.902201
190.04797,512,188.952843
20.33112,55,188.990283
71.49281,180,188.997463
19.401728,54,189.042981
36.93535,121,189.225442
32.269634,76,189.342844
86.21981,248,189.379735
189.64108,512,189.393043
6.1594033,12,189.399936
176.24225,473,189.709323
12.475324,20,189.739385
19.021778,38,189.798767
165.2158,457,190.02484
166.01822,433,190.04345
73.60812,194,190.086662
23.484444,49,190.100964
5.0543203,8,190.114154
11.385029,25,190.127004
177.31879,512,190.160109
20.910622,45,190.184957
103.32797,240,190.563544
64.10643,181,190.610949
20.453423,59,190.700678
188.63815,512,191.053295
209.98384,512,191.086263
18.60644,30,191.132786
22.358627,59,191.144675
42.101288,116,191.304891
194.9494,512,191.335108
24.239317,58,191.394828
25.69847,74,191.448911
174.07732,508,191.468396
80.25447,219,191.476624
2.4317625,3,191.482305
3.3799613,8,191.482346
28.32357,62,191.545645
34.295357,99,191.549826
5.1796618,7,191.562039
35.687847,83,191.686912
5.822527,21,191.717894
21.721136,52,191.795526
105.87063,253,191.865089
90.77108,265,191.883749
7.7087507,21,191.898218
9.49386,17,191.91075
124.76975,324,192.196003
64.58924,161,192.200106
8.015283,16,192.221088
6.7640824,13,192.240679
-0.13587525,4,192.247501
13.594836,43,192.265201
73.10197,251,192.433858
48.73611,118,192.440777
71.40852,197,192.541189
32.96355,77,192.551184
14.543872,28,192.593787
20.089827,57,192.629128
43.09597,99,192.774572
9.225827,15,192.797543
182.98254,495,192.814482
2.5973186,4,192.821957
103.05635,254,192.825814
79.407364,204,192.89966
24.780592,55,192.903574
6.6968837,11,192.923118
3.7405162,8,192.936129
33.721733,68,193.037846
41.42149,111,193.071311
20.97949,42,193.1365
102.6588,240,193.189986
102.73559,286,193.23767
3.846694,6,193.248325
56.481167,147,193.26572
3.8510623,12,193.268399
1.4424429,5,193.277024
6.5769506,13,193.29741
4.8428907,12,193.315619
37.63015,103,193.35557
37.15468,84,193.397307
17.366846,59,193.486883
60.40959,157,193.590988
85.87762,220,193.649852
53.28003,138,193.967284
165.96951,512,194.08737
4.1142325,8,194.101813
108.802124,283,194.247764
51.459156,139,194.312937
14.8829155,29,194.357163
178.5023,512,194.433483
170.00252,426,194.618568
106.714966,303,194.889429
143.44562,401,194.96328
165.6019,500,195.004911
3.8738744,12,195.025545
21.74565,54,195.046865
17.210154,38,195.103118
11.521624,29,195.149383
10.359512,29,195.193059
151.34094,384,195.201412
5.933257,11,195.211083
10.873306,25,195.250834
141.87563,375,195.618527
5.6046896,8,195.630908
127.157776,326,195.679455
33.820454,67,195.731344
25.696676,47,195.749305
7.119034,12,195.751555
36.314865,111,195.917012
36.853283,98,196.06142
171.59755,500,196.111352
185.20322,512,196.176146
2.0015194,4,196.183715
5.9074135,9,196.198764
16.063623,38,196.254423
56.647213,130,196.309737
36.95148,96,196.452907
4.9929333,13,196.472779
11.060446,19,196.50373
189.22105,512,196.522294
6.904931,16,196.529453
9.812402,16,196.54786
17.182152,43,196.59575
4.225005,10,196.612409
152.98943,385,196.651949
34.0567,69,196.656023
15.015343,32,196.662664
4.285749,10,196.669413
107.47026,321,196.747828
35.482853,73,196.857226
53.548813,159,196.902795
21.486551,41,196.920743
78.101204,175,196.923053
12.537223,41,196.966977
10.128961,24,197.001601
24.428087,55,197.005873
15.953164,35,197.055863
5.0872955,7,197.067433
22.652475,52,197.085363
33.637665,77,197.360654
10.872314,23,197.394262
50.18497,109,197.557947
192.00247,512,197.601618
11.053722,20,197.633187
104.55435,306,197.687971
12.5098,34,197.737441
188.92105,484,197.810077
36.880337,67,197.838975
8.492054,17,197.866379
8.014622,19,197.894831
92.549034,227,197.975274
120.82694,355,198.092977
84.56417,226,198.151338
8.104361,14,198.173919
51.20665,152,198.206084
7.864451,21,198.206145
12.529977,34,198.259236
9.668361,22,198.295517
15.862408,29,198.339862
71.04168,191,198.500707
12.850325,33,198.550197
97.22989,307,198.565831
8.927447,28,198.595583
3.9422293,17,198.621705
63.066475,190,198.63172
9.494125,17,198.648774
25.640245,55,198.654083
188.04655,512,198.68018
5.0447063,17,198.707504
37.138596,74,198.747345
13.32361,33,198.803327
35.13251,92,199.031193
48.080143,136,199.047691
17.896868,43,199.047755
6.32587,18,199.076281
14.024441,30,199.12531
13.742684,33,199.175123
30.620907,73,199.284992
94.873795,234,199.392353
144.48311,378,199.415509
45.1373,89,199.423683
11.138989,23,199.431078
11.750839,27,199.466944
83.58746,237,199.77531
90.338234,217,199.792786
178.05511,512,199.830642
113.21295,288,199.867238
5.0920553,13,199.887579
14.165882,26,199.926981
7.770652,16,199.952318
53.45031,135,199.984996
14.928045,34,200.035498
25.903631,72,200.06276
15.270499,50,200.112801
23.976177,43,200.178636
50.636467,150,200.289307
4.882993,9,200.302854
146.66977,353,200.332574
115.08542,356,200.377132
10.832741,18,200.40427
19.161083,52,200.41366
6.3671403,16,200.429602
15.20399,48,200.501344
52.806904,146,200.527153
156.46133,402,200.955203
22.021025,37,201.011487
9.325813,20,201.041731
118.26795,348,201.106733
130.91617,331,201.168669
59.191277,146,201.324678
2.148248,9,201.339419
17.4467,28,201.381127
182.31206,512,201.465484
21.488161,51,201.54298
22.765032,46,201.612309
158.81358,438,201.703204
168.50995,460,201.862079
169.69716,512,202.149942
121.08168,296,202.304932
9.125927,32,202.5111
54.136772,136,202.515085
180.90344,512,202.54025
13.862341,32,202.562119
19.553549,35,202.614439
173.71881,512,202.628023
22.41801,48,202.700875
50.99602,127,202.703077
59.184338,139,202.747511
4.9775753,13,202.767194
6.8414726,23,202.802695
43.27432,100,202.852005
23.749485,51,202.879237
7.535159,24,202.888862
11.592363,25,202.919453
38.60574,92,203.057749
121.95076,309,203.082035
11.556291,29,203.102064
124.08783,345,203.223211
3.010587,7,203.235139
28.755125,82,203.360401
17.155598,31,203.406003
81.839096,222,203.441004
187.51991,511,203.66397
147.53687,418,203.714415
0.5333197,1,203.716914
89.17496,221,203.741061
61.86315,184,204.000105
6.746047,14,204.194824
116.07098,295,204.357183
160.20528,512,204.387643
40.26203,109,204.526671
4.5069594,7,204.538642
35.36871,109,204.556098
188.31653,512,204.617626
24.539186,65,204.639244
17.45421,44,204.705877
18.609524,41,204.765555
121.418106,417,204.825465
69.72435,178,204.825529
21.336649,51,204.900739
13.420391,27,204.941927
61.57638,179,205.096544
13.825601,38,205.154711
167.56975,512,205.387139
6.2434435,7,205.398362
6.110831,9,205.413279
17.411467,28,205.45589
8.13658,29,205.498977
170.71486,512,205.53868
148.13,401,205.548511
9.745807,17,205.565819
15.607291,53,205.581818
98.37987,312,205.623883
14.554368,32,205.630696
29.289833,54,205.650466
19.874306,40,205.686672
5.470534,16,205.711046
4.0754957,9,205.72564
5.2008557,16,205.910384
58.885864,147,205.935575
65.844,146,206.013325
22.794365,53,206.015824
61.487114,166,206.061795
19.493673,55,206.096119
35.413696,78,206.133103
78.00104,232,206.262295
15.284416,32,206.310982
10.27268,25,206.348358
126.85831,314,206.569122
4.2870483,12,206.589093
152.98555,422,206.768008
7.912149,14,206.79081
191.84595,512,206.835532
42.28843,148,207.055993
155.26715,512,207.118457
154.9509,368,207.142194
10.871949,24,207.155297
29.621506,76,207.172329
28.895945,56,207.227768
5.2900157,7,207.238964
24.858223,62,207.250437
7.360027,12,207.268836
13.87233,28,207.283514
51.221527,126,207.364114
35.040375,77,207.398524
22.026918,37,207.614855
2.5120552,4,207.621864
178.9823,512,207.722565
7.5043435,17,207.74977
5.419601,13,207.76908
43.884907,118,207.797049
18.947214,42,207.832394
110.61224,294,207.873872
33.441204,68,207.93644
83.258644,238,208.152497
192.62445,512,208.294168
59.632675,141,208.369159
129.41266,380,208.44427
9.118762,18,208.472277
34.120827,83,208.496256
20.740236,44,208.561469
164.6734,512,208.707179
56.036,146,208.780245
30.363243,63,208.804297
135.79953,339,208.809792
9.154677,24,208.843368
158.36409,428,209.123876
9.82468,20,209.155792
137.81079,348,209.52352
36.079975,86,209.654639
20.851154,42,209.718047
188.98366,512,209.747441
10.427908,17,209.773932
115.16805,306,209.804146
195.72723,512,209.806664
29.003693,63,209.816486
7.4579296,10,209.823259
24.684551,48,209.850565
34.669186,81,209.945019
32.778378,70,209.956048
11.809609,28,209.990031
55.722824,138,210.017309
18.460936,34,210.041677
3.4985971,7,210.054222
69.989296,189,210.107304
32.952953,89,210.154157
32.741146,70,210.214426
4.3562346,15,210.237846
35.582363,103,210.312504
18.684694,53,210.319543
68.01556,193,210.350019
3.3922899,8,210.362597
9.410306,26,210.404393
46.517693,119,210.497281
183.3681,512,210.742164
69.96155,177,210.766493
117.02422,297,210.856086
72.78737,212,211.240331
165.45265,512,211.25262
32.836403,100,211.391213
23.428045,61,211.483488
115.75882,326,211.502367
8.953953,14,211.506431
73.30313,183,211.531188
4.675179,9,211.546343
184.55672,512,211.671193
33.55747,92,211.683616
8.301946,25,211.720498
17.28963,30,211.76618
18.507504,37,211.820878
60.48716,155,211.903135
105.97705,306,211.96786
1.7809111,2,211.971922
20.856941,50,212.044943
46.484234,121,212.087498
41.27311,96,212.189613
179.79422,512,212.272772
48.593323,136,212.29057
16.97111,45,212.342114
130.98964,374,212.385484
30.704622,75,212.500839
87.21467,212,212.514135
5.5632186,18,212.530965
44.43828,132,212.550162
10.626725,24,212.572642
6.310559,8,212.588665
18.58219,44,212.850668
33.05595,102,212.875783
21.395271,36,212.909069
18.303564,44,212.986941
130.66429,337,213.035551
36.228172,115,213.227949
74.442924,182,213.511301
152.79948,391,213.51839
194.94606,512,213.581354
4.7745924,14,213.603458
10.145753,37,213.661718
14.984659,47,213.732716
200.09401,512,213.805333
110.95673,260,213.922171
6.1311946,12,213.940679
85.66996,257,214.127154
5.96864,13,214.147352
5.7351766,20,214.18038
179.77527,512,214.304528
11.259661,32,214.352412
115.190605,275,214.363657
126.99024,364,214.367351
9.857197,17,214.381472
6.716048,9,214.395966
8.574533,19,214.399913
8.145272,22,214.429812
59.03353,142,214.797838
14.177948,46,214.866491
48.994972,121,215.047379
189.5881,512,215.11193
17.575825,55,215.13115
23.64503,62,215.224601
198.23196,512,215.291591
184.2544,512,215.324101
10.346364,33,215.374355
68.80815,182,215.388506
6.3719473,14,215.396911
52.36898,146,215.514092
30.062374,85,215.52531
9.212521,26,215.565713
1.3688767,4,215.572595
44.858936,139,215.601495
24.913548,56,215.601551
102.31578,251,215.608505
4.9576054,6,215.612156
20.077116,39,215.633992
37.30544,97,215.758434
28.723513,92,215.772504
8.825205,15,215.782016
13.08433,26,215.811986
22.019283,60,215.872702
8.958872,18,215.899776
20.004099,61,215.905186
10.334174,29,215.949296
87.877426,234,215.95984
15.963322,48,216.030764
20.430754,45,216.098887
71.77227,177,216.323967
54.90193,136,216.475897
197.95789,482,216.510838
95.501755,270,216.529645
19.643816,59,216.565908
66.61556,153,216.572714
14.2028,27,216.615629
13.414744,19,216.644507
22.778574,56,216.654535
1.2744905,4,216.661447
42.21005,98,216.809966
177.91537,471,217.238544
187.94354,512,217.28183
20.245481,51,217.359137
30.474182,96,217.384031
195.42181,512,217.412705
16.406376,44,217.429351
12.953573,38,217.445421
32.18027,66,217.515258
18.851915,25,217.554665
176.68863,512,217.580748
16.53165,39,217.640189
63.418644,140,217.658773
27.705067,72,217.76463
56.249187,147,217.77588
33.190907,91,217.775933
5.416018,11,217.793374
53.093933,118,218.10969
2.1093934,5,218.118518
69.233025,214,218.244039
4.3734126,11,218.262924
45.344967,113,218.293076
7.355672,11,218.310505
178.03044,512,218.364976
30.552412,69,218.372208
5.770574,10,218.382931
37.48518,98,218.519848
156.01897,466,218.655852
3.2654138,5,218.664627
21.846138,64,218.761349
69.608574,194,219.055938
187.79462,512,219.085218
15.521905,43,219.123734
1.0518047,3,219.129454
198.40358,512,219.158702
17.468193,37,219.186206
32.16428,73,219.200281
10.365965,18,219.216715
13.778255,26,219.244281
29.321363,64,219.262383
194.96307,512,219.307344
26.395395,58,219.311061
25.864975,47,219.384033
12.65182,35,219.438373
12.174205,31,219.485556
91.1858,234,219.828772
9.969583,25,219.8675
18.774824,45,219.932726
32.43936,71,220.03964
117.69592,291,220.088144
6.8012524,19,220.117041
20.372406,41,220.180225
186.4419,512,220.192283
184.08699,512,220.209786
1.4171653,3,220.214948
52.22328,119,220.22604
8.941056,15,220.239125
13.541231,41,220.257617
9.889983,24,220.27621
31.673685,85,220.389601
52.360104,118,220.410905
47.469143,136,220.485959
36.53248,106,220.571817
46.338474,101,220.640759
55.404594,158,220.812038
0.13865238,2,220.816448
53.59389,122,220.827856
3.2410798,6,220.837558
102.4355,295,220.84274
2.7209198,6,220.84824
15.479954,38,220.906384
149.99977,473,220.913795
24.918406,65,221.012826
92.125755,218,221.182912
85.30047,213,221.238213
26.272675,52,221.261615
8.940898,25,221.275541
103.01354,314,221.3042
17.8595,34,221.328318
29.79774,71,221.593613
6.9316535,13,221.612605
6.3247113,10,221.627943
1.5807813,4,221.636229
71.70073,176,221.728387
192.36418,512,221.949369
1.3109295,3,221.955146
17.300589,34,222.006095
86.90413,228,222.071149
22.247501,61,222.099051
170.33533,512,222.191633
26.67631,63,222.193997
158.25145,377,222.202332
70.73125,174,222.450567
5.521585,14,222.471614
102.82578,281,222.493119
6.1813087,15,222.497329
15.453092,45,222.562684
51.31133,142,222.70774
124.99198,338,222.710404
41.60102,100,222.71709
15.678564,24,222.753329
4.806547,12,222.771528
21.19911,56,222.796806
45.60966,109,222.935269
179.63246,512,222.965072
9.611825,23,222.999264
73.70878,196,223.252614
52.256153,113,223.268497
29.709965,80,223.284668
9.7354355,14,223.291631
17.114399,48,223.327525
66.19629,167,223.57537
6.8307886,11,223.592716
7.011138,17,223.618462
0.18770106,3,223.62381
81.211464,230,223.63688
186.6212,512,223.645766
106.41555,274,223.698348
29.52906,48,223.71137
3.1892266,8,223.723501
34.037453,78,223.746061
9.813582,22,223.780022
38.76583,101,223.801971
35.067623,97,223.84903
10.412757,17,223.875906
19.86374,52,223.953398
66.19877,150,223.953442
11.438946,29,224.002745
13.961411,27,224.043742
61.656178,184,224.066314
9.558476,27,224.087131
3.326078,7,224.099248
14.65022,26,224.10912
75.84881,230,224.159356
23.096008,51,224.17857
7.194908,19,224.191797
37.59546,81,224.305523
95.37656,258,224.506167
0.06707511,3,224.511652
7.174878,11,224.528143
56.139877,152,224.537511
2.4937255,5,224.546206
10.446819,14,224.56832
34.662277,104,224.686809
173.41705,512,224.749868
19.20901,56,224.774302
57.921574,153,224.959777
14.706745,32,225.008167
27.561941,68,225.011949
16.441048,31,225.055709
34.220257,85,225.062481
0.8700877,1,225.064773
186.57582,512,225.134928
10.078969,12,225.154019
49.51701,121,225.195976
17.766644,42,225.218041
5.370617,17,225.223533
14.079086,34,225.270793
4.9858627,17,225.296723
88.98023,241,225.583695
86.38148,269,225.697044
159.23616,512,225.824425
203.52045,512,225.832427
0.3633428,2,225.836439
21.4757,38,225.884479
52.82023,158,225.934768
3.4783363,9,225.9488
16.45264,32,225.997825
12.304022,16,226.022349
62.259243,149,226.06289
18.586258,48,226.096385
22.097221,45,226.132387
8.406794,30,226.14198
73.83154,191,226.175335
33.077534,77,226.28945
10.328496,19,226.317057
153.14851,512,226.352894
15.049799,44,226.419832
27.15516,71,226.423559
73.6649,197,226.436455
12.619907,39,226.635941
95.49524,237,226.644435
28.961882,52,226.721448
49.62577,133,363.862298
50.624702,121,363.977663
46.171173,100,364.130392
189.54874,512,364.426247
2.3452442,8,364.439362
176.31265,512,364.485318
12.067689,30,364.487706
24.378708,63,364.582698
51.32638,99,364.6374
191.53088,512,364.643976
15.874435,34,364.696856
39.307026,105,364.742699
5.483915,11,364.759484
14.683664,45,364.766417
20.894045,41,364.823211
11.798517,24,364.858951
32.942654,81,364.891008
160.08897,512,364.913094
84.465355,234,364.997261
26.724045,48,365.071299
48.63566,106,365.076145
4.7310734,9,365.08961
15.915958,48,365.164015
10.144515,27,365.207957
